{'name': 'АльфредАлексей3', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АмалияАнфиса11', 'sex': 'female', 'class_study': 10, 'point_study': 4}
{'name': 'АркадийАся6', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АленаАвраам2', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АнфисаАполлинарий6', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АлексейАнисий8', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АнтонАнастасия7', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АндрейАгнесса4', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АртурАристарх5', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АльфияАрина7', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АльфредАлиса6', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АнфисаАнисий12', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АриаднаАся4', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АнтонАлиса13', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АгафонАльберт8', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АлисаАрсен10', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АлександрАнтонина11', 'sex': 'male', 'class_study': 11, 'point_study': 5}
{'name': 'АльфияАлена7', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АнтонинаАнтон3', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АнтонАртемий2', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АнтонАрхип8', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АгафонАся3', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АсяАлан12', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АдонисАрхип13', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АгнессаАмелия13', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АгафонАрхип9', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АкайоАделаида10', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АдаАлан11', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АгафонАрсений8', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АрсенийАгния6', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АмелияАлексей6', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АдонисАнфиса6', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АлексейАртур11', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АполлонАлан8', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АмелияАвраам9', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АллаАрхип1', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АннаАлиса1', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АнисийАда13', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АлексейАполлон3', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АристархАделаида11', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АндрейАда7', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АнгелинаАнтонина2', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АристархАся9', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АннаАрина4', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АнатолийАвгуст1', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АсяАрсен10', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АделаидаАвраам3', 'sex': 'male', 'class_study': 11, 'point_study': 5}
{'name': 'АндрейАнастасий13', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АмалияАлина11', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АдаАнжела3', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АнастасийАрина8', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АрсенийАнтонина3', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АлсуАся4', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АристархАнтон6', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АлексейАлександр13', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АртемийАгафон11', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АлинаАмалия1', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АланАнастасия13', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АрсенийАнисий12', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АртемАвраам3', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АкулинаАлександр8', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АнфисаАделина4', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АристархАнжелика13', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АгафонАртемий1', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АртурАся9', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АнастасияАркадий12', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АнжелаАнатолий7', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АнгелинаАлла5', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АдонисАнастасия10', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АдонисАгафон5', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АвгустАврора10', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АвгустАкайо1', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АкулинаАполлинарий11', 'sex': 'female', 'class_study': 10, 'point_study': 3}
{'name': 'АлисаАристарх9', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АленаАркадий12', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АнтонинаАгата12', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АриаднаАвраам2', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АртемАлиса12', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АгафонАнгелина10', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АлександрАврора11', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АнастасияАрина12', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АгнессаАльберт13', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АвраамАмелия7', 'sex': 'male', 'class_study': 11, 'point_study': 5}
{'name': 'АлевтинаАнжела12', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АрсенАлина10', 'sex': 'female', 'class_study': 11, 'point_study': 10}
{'name': 'АллаАристарх1', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АллаАся8', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АртурАльбина7', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АнтонАполлон4', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АлинаАнжелика6', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АделаидаАделаида2', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АврораАлина4', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АланАриадна2', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АдонисАврора8', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АленаАльберт3', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АкулинаАрсений4', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АнтонинаАртемий13', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АрсенАнастасия5', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АнастасийАнатолий4', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АлинаАделина4', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АланАнжелика10', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АриаднаАрсен6', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АполлинарийАгнесса9', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АвгустинАкулина6', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АнисийАлан4', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АгафонАся10', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АлевтинаАгафон1', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АлексейАгния13', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АмелияАндрей4', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АнастасийАристарх2', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АнфисаАнастасия5', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АделаидаАриадна6', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АлсуАльфред9', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АлександрАмалия2', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АлисаАлла13', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АдонисАмалия2', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АрхипАлександр12', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АрхипАлан9', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АльфредАделаида5', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АльбинаАгния13', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АнтонАнастасий7', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АльфредАнжела3', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АгатаАлсу4', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АлисаАполлон3', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АллаАльфия8', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АнтонАлсу3', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АланАрсений3', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АлсуАделина13', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АгнессаАнжелика1', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АнтонинаАрхип6', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АгнияАполлинарий12', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АртемАндрей3', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АделинаАртем13', 'sex': 'male', 'class_study': 10, 'point_study': 3}
{'name': 'АгнияАртемий2', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АринаАнтонина10', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АнастасияАлина6', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АнтонинаАделаида2', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АртемийАлександра13', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АнисийАльфред9', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АндрейАнастасий8', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АмелияАврора11', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АврораАмелия13', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АланАльберт8', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АриаднаАврора8', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АркадийАделина3', 'sex': 'male', 'class_study': 10, 'point_study': 4}
{'name': 'АленаАвгуст12', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АлисаАлина4', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АнтонинаАлсу4', 'sex': 'male', 'class_study': 11, 'point_study': 10}
{'name': 'АртемийАда10', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АнастасийАрсений8', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АльфредАврора13', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АлексейАльфред2', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АнжеликаАльбина7', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АриаднаАлла2', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АнжеликаАндрей1', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АльбинаАкайо12', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АринаАнгелина12', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АркадийАнжелика4', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АвгустинАнисий9', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АлевтинаАристарх6', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АриаднаАнатолий12', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АртемАркадий7', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АделаидаАриадна7', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АлисаАгафон1', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АрсенАся5', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АрсенАкайо4', 'sex': 'male', 'class_study': 10, 'point_study': 5}
